vanner,Fråga,Rätt svar,Fel svar 1,Fel svar 2,Fel svar 3
vanner,Vad heter kaféet där vännerna ofta träffas?,Central Perk,Bean Scene,Coffee House,Cup of Joe
vanner,Vad heter Joeys gosedjurspingvin som han älskar?,Hugsy,Waddle,Mr Penguin,Chilly
vanner,Vad heter Ross och Carols son?,Ben,Jack,Charlie,David
vanner,Vad heter Rachels dotter?,Emma,Erica,Sandra,Emily
vanner,Vad heter den mest kända låten som Phoebe skriver och sjunger?,Smelly Cat,Funky Dog,Ugly Duckling,Happy Hamster
vanner,Vilket husdjur hade Ross i början av serien?,En apa som heter Marcel,En hamster som heter Hugo,En orm som heter Slyther,En kanin som heter Fluffy
vanner,Vad heter Monicas föräldrar?,Jack och Judy,Tom och Helen,Paul och Sandra,Mike och Deborah
vanner,"Vad heter kvinnan som återkommer och alltid skrattar högt ""Oh My God""?",Janice,Ursula,Emily,Gunther
vanner,Vilken roll spelar Joey i såpoperan Days of Our Lives?,Dr Drake Ramoray,Dr James Wilson,Dr Eric Mason,Dr Samuel Green
vanner,Vilken vän har en tvillingsyster som heter Ursula?,Phoebe,Rachel,Monica,Janice
vanner,Var bor vännerna under hela serien?,New York,Los Angeles,Chicago,Boston
vanner,Vad heter gatan där Monica och Rachel bor?,Grove Street,Central Park West,Madison Avenue,Lexington Avenue
vanner,"Vilken vän använder ofta frasen ""How you doin’?""",Joey,Ross,Chandler,Gunther
vanner,Vilken vän är kock till yrket?,Monica,Rachel,Joey,Ross
vanner,Vilket arbete har Chandler som ingen riktigt förstår?,Statistisk analys och datarevisor,IT-konsult,Ekonom,Revisor
vanner,Vem var Rachels fästman i första avsnittet som hon lämnar?,Barry,Mark,David,Richard
vanner,Vilket instrument spelar Ross ibland till allas förfäran?,Keyboard,Trummor,Saxofon,Gitarr
vanner,Vilken vän är maniskt noggrann med städning och ordning?,Monica,Rachel,Phoebe,Janice
vanner,Vilket föremål fastnar Ross i när han provar nya kläder?,Ett par läderbyxor,Ett par boots,En kostym,En jacka
vanner,Vem är baristan som arbetar i Central Perk och är förälskad i Rachel?,Gunther,Mark,Tom,Steve
vanner,Vad heter Joeys agent som ofta röker?,Estelle,Emily,Monica,Karen
vanner,Vad heter Ross andra fru som han gifter sig med i London?,Emily,Carol,Charlie,Rachel
vanner,Vad heter Rachels arbetsgivare inom modevärlden?,Ralph Lauren,Calvin Klein,Prada,Hugo Boss
vanner,Vad heter sångaren som Phoebe dejtar och som flyttar till Minsk?,David,Vince,Gary,Mark
vanner,Vad heter Monicas pojkvän som var en mycket äldre ögonläkare?,Richard,Roger,Paul,Bill
vanner,Vad heter Monicas pojkvän som även var tech-miljonär?,Pete Becker,Mark Johnson,Steve Gates,Gary Robbins
vanner,Vad heter Joeys favoritmat?,Pizza,Sushi,Pasta,Burgare
vanner,Vad heter Monicas äldre bror?,Ross,Joey,Chandler,Mike
vanner,Vad heter Chandler och Monicas adoptivbarns biologiska mamma?,Erica,Emily,Karen,Susan
vanner,Vilken sport spelar gänget mot varandra på taket?,Amerikansk fotboll,Basket,Volleyball,Baseball
vanner,Vad heter Joeys rumskamrat som är dansare?,Janine,Jill,Sandra,Linda
vanner,Vem flyttar till Paris i sista säsongen?,Rachel,Phoebe,Monica,Janice
vanner,Vad heter Monicas och Ross barndomsgranne som blir hennes pojkvän?,Richard,Roger,Paul,Steve
vanner,Vad heter Phoebes man som hon gifter sig med?,Mike Hannigan,David,Gary,Mark
vanner,Vilken mattradition är Ross fixerad vid på Thanksgiving?,En sandwich med moist maker,En pumpapaj,Kalkon,Potatismos
vanner,Vilket namn blandar Ross ihop med när han gifter sig med Emily?,Han säger Rachel,Han säger Monica,Han säger Janice,Han säger Carol
vanner,Hur många syskon har Rachel?,Två,En,Tre,Noll
vanner,Vilket smeknamn hade Joeys pingvin?,"The bedtime penguin pal",Frostie,Chills,Hugger
vanner,Vad heter den klassiska grenen där man kastar bollar i sanden?,Boule,Kubb,Boccia,Lawn Darts
vanner,Vad heter Ross dotter som han får med Rachel?,Emma,Erica,Emily,Ellie
vanner,Vad säger Joey när han låtsas kunna franska?,Je m'appelle Claude,Bonjour Paris,Salut c’est moi,Oui Oui
vanner,Vilken vän får en tvillingbror som heter Frank Jr?,Phoebe,Monica,Rachel,Janice
vanner,Vad heter polisen som Phoebe dejtar under en tid?,Gary,David,Tom,Richard
vanner,Vad heter Joeys audition-karaktär som pratar italienska?,Ken Adams,Victor Lorenzo,Guy Gallo,Johnny Marcello
vanner,Vad heter restaurangen där Monica jobbar innan Javu?,Moon Dance Diner,Big Bowl,Denny's,Planet Hollywood
vanner,Vad heter granntanten som alltid klagar?,Mrs. Heckles,Miss Clark,Mrs. Stevens,Mrs. Green
vanner,Vad heter Rachels syster som spelas av Reese Witherspoon?,Jill,Amy,Monica,Deborah
vanner,Vad heter Monica och Chandlers adoptivson?,Jack,Ben,Tom,Matthew
vanner,Vad heter Joeys syster som gifter sig med Chandler av misstag i Vegas?,Ingen,Janine,Gina,Cookie
vanner,Vad heter Joeys favoritbok?,The Shining,Jurassic Park,The Godfather,War and Peace
vanner,Vad gör Joey när han ska gömma att han har läst Rachels dagbok?,Räddar situationen med ett skämt,Lämnar lägenheten,Skyller på Ross,Förstör dagboken
vanner,Vad heter Chandler i mellannamn?,Muriel,Francis,Joseph,Benjamin
vanner,Vad heter Carol’s partner efter Ross?,Susan,Emily,Janice,Amy
vanner,Vad heter föremålet som fastnar på Ross huvud under en thanksgiving?,En kalkon,En pumpa,Ett kastrullock,Ett stort bröd
vanner,Vad heter det lilla cafébiträdet som blir förälskad i Rachel?,Gunther,David,Mark,Steve
vanner,Vad brukar Joey säga att han aldrig delar?,Mat,Bil,Skor,Sitt manus
vanner,Vad heter Phoebes halvbror?,Frank Jr,David,Eric,Jack
vanner,Vad heter Rachels syster som porträtteras av Christina Applegate?,Amy,Jill,Sandra,Caroline
vanner,Vad använder Joey när han intervjuas och låtsas vara läkare?,Dr Drake Ramorays vita rock,En operationsmask,En stetoskopleksak,En skylt
vanner,Vad kallar Chandler och Joey sin fåtölj?,Rosita,Big Joe,Lisa,Chillmaster
vanner,Vad heter Phoebes mest kända sång efter Smelly Cat?,Sticky Shoes,Outside Cat,Little Dog,Ugly Duckling
vanner,Vad heter Monica och Chandlers adopterade dotter?,Erica,Emma,Emily,Amy
vanner,Vad beställer Ross alltid på sin favoritmacka?,Moist Maker sandwich,Philly Steak,BLT,Club Sandwich
vanner,Vad heter Joeys favoritmaträtt förutom pizza?,Köttbullar,Spaghetti,Lasagne,Tacos
vanner,Vem äger den stora vita hundstatyn som Joey har i sin lägenhet?,Joey men fick den av Rachel,Phoebe,Ross,Gunther
vanner,Vad heter Chandler och Joeys husdjur?,En anka och en kyckling,En katt och en hamster,En sköldpadda och en hund,En råtta och en kanariefågel
vanner,Vad händer när Monica försöker dansa på nyårsshowen?,Hon fastnar i kameran,Hennes klänning går sönder,Hon snurrar för långt,Hon svimmar
vanner,Vad heter restaurangen där Monica får sitt första jobb som kock?,Iridium,Alessandro’s,Javu,Moondance Diner
vanner,Vem byter Rachel ringar med i Vegas?,Ross,Joey,Chandler,Gunther
vanner,Vad kallar Ross sin läderbyxeolycka?,Byxincidenten,Buksammanbrottet,Läderfadäsen,Sofo-byxorna
vanner,Vad heter Janices mest kända replik?,Oh. My. God!,Really???,No way!,You wish!
vanner,Vad arbetar Chandler med när han flyttar till Tulsa?,Reklam inom IT,Statistik,Datarevisor,Analytiker
vanner,Vad kallar sig Joey när han hittar på ett alter ego?,Ken Adams,Drake Ramoray,Joe Adams,Rick Stevens
vanner,Vilken tavla har Phoebe med en läskig docka fastlimmad?,Gladys,Erica,Bertha,Lily
vanner,Vad heter Gunthers hårfärg i serien?,Blekt blont,Silvergrå,Brunt,Kopparrött
vanner,Vad vill Joey alltid ha på bröllop förutom mat?,En extra tårta,Gratis öl,Gästbok,Hatt
vanner,Vad heter städerskan som är med i flera avsnitt?,Mrs. Braverman,Mr. Heckles,Miss Clark,Fru Stevens
vanner,Vilken bilmodell äger Joey under ett kort tag?,Porsche,Ferrari,Toyota,Mustang
vanner,Vad heter Rachels arbetskollega som blir förälskad i henne?,Tag,Mark,David,Gavin
vanner,Vad heter Ross favoritdinosaurie som han ofta nämner?,Stegosaurus,Brontosaurus,Tyrannosaurus,Raptor
vanner,Vad heter kaféets ägare i Central Perk?,Terry,Gunther,Steve,Lou
vanner,Vad använder Joey för att lära sig repliktext bättre?,En whiteboard,En bandspelare,En spegel,En post-it-vägg
vanner,Vad säger Ross kallas hans soffa efter han försöker bära upp den?,Pivot,Panic,Pull,Push
vanner,Vad kallar Rachel sin dotter mellan namn?,Karen,Grace,Monica,Emily
vanner,Vad heter flickvännen till Rachel som jobbar som chef på Ralph Lauren?,Kim,Erica,Susan,Sandra
vanner,Vad ger Chandler och Monica till Joey när han fryser i lägenheten?,En tupp och en anka,En filt,En kamin,En varm jacka
vanner,Vad heter Rachels första arbetsplats?,Central Perk,Bloomingdale’s,Ralph Lauren,Macy’s
vanner,Vad heter den kända gästartisten som spelar sig själv och dejtar Rachel?,Bruce Willis,Brad Pitt,Alec Baldwin,George Clooney
vanner,Vad leker Ross alltid när han är barn?,Han blir paleontolog redan då,Gör dinosaurieutgrävningar,Leker att han är forskare,Spelar tvärflöjt
vanner,Hur många rumskamrater har Joey haft i serien?,Fyra,Två,Tre,Fem
vanner,Vad heter polisen som Phoebe träffar?,Gary,Tom,Matthew,Jim
vanner,Vad heter sångaren som spelar på Rachels fest och som Phoebe blir avundsjuk på?,Stephanie,Emily,Erica,Susan
vanner,Vad heter Ross doktor när Emma föds?,Dr Long,Dr Cox,Dr Green,Dr Drake
vanner,Vad skrev Chandler på den tavla som alltid hänger i deras hall?,ROLAND Geller,Joey Rocks!,Smelly cat rules!,Poop
vanner,Vad heter gästkaraktären som Ross blir kär i på universitetet?,Elizabeth,Emily,Erica,Susan
vanner,Vad heter Joeys favoritfåtölj som förstörs?,Rosita,Chillmaster,Big Joe,Louise
vanner,Vad ger Chandler Monica som förlovningsring?,En safirring,En guldring,En silverring,En diamant
vanner,Vad heter Joeys syster som Chandler råkar kyssa?,Mary Angela,Gina,Veronica,Amy
vanner,Vad heter Phoebes låt som handlar om en snöman?,Little Black Curly Hair,Sticky Shoes,Christmas Song,Snowman Tune
vanner,Vad kallar Phoebe de tre trillingar hon föder åt sin bror?,Frank Jr Jr,Leslie och Chandler,Jack,Emma
vanner,Vilken sport spelar Monica på college som Ross också försökte med?,Fotboll,Tennis,Basket,Lacrosse
vanner,Vem blir Joeys rumskamrat efter Chandler?,Rachel,Monica,Phoebe,Ross
vanner,Vad heter Joeys systrar?,De är sju stycken,Gina,Lisa,m.fl.
vanner,Vilket husdjur blir Joey kär i när han skaffar katt?,En katt han tror är hans farmor,En siames,En svart katt,En liten hund
vanner,Vad heter Chandler på sin arbetskonferens när han låtsas vara något annat?,Toby,Ken,Eric,Karl
vanner,Vad heter Ross dotter med Carol och Susan?,Ben,Emma,Erica,Amy
vanner,Vad använder Monica som hemligt ställe för skräp?,En garderob,En kartong,En vindslucka,En grön påse
vanner,Vad heter den vän som en gång gjorde reklam för parfymen Hombre?,Joey,Chandler,Ross,Gunther
vanner,Vad heter serveringsstället där Phoebe spelar gitarr första gången?,Central Perk,The Coffee House,Rubys Bar,Bean Scene
vanner,Vad heter läkaren som Rachel dejtar?,Joshua,Richard,Mark,David
vanner,Vad heter Phoebes pappa som hon återfinner?,Frank Buffay,Mike Buffay,Richard Buffay,Tom Buffay
vanner,Vad heter Joeys favoritmaträtt på Thanksgiving?,Kalkon,Pizza,Lasagne,Pumpkin Pie
vanner,Vad heter den feta katten som Rachel hittar?,Mrs Whiskerson,Fluffy,Mittens,Shadow
vanner,Vad heter modechefen som ofta skäller ut Rachel?,Kim,Erica,Carol,Sandra
vanner,Vad för maträtt är Monica känd för att vara bäst på?,Thanksgiving-kalkon,Lasagne,Pizza,Brownies
vanner,Vad heter Rachels pojkvän som var en ung praktikant på Ralph Lauren?,Tag,Mark,David,Pete
vanner,Vad heter den sång som Phoebe skriver efter sitt break up?,Sticky Shoes,Outside Cat,Love Song,Smelly Dog
vanner,Vad heter mannen som Phoebe gifter sig med?,Mike Hannigan,David,Gary,Mark
vanner,Vem var Ross första flickvän någonsin i serien?,Carol,Emily,Rachel,Chloe
vanner,Vad heter de två tvillingar som Monica och Chandler adopterar?,Jack och Erica,Tommy och Lily,Joey och Emma,Sam och Lisa
vanner,Vad heter Mark som Rachel jobbar med?,Mark Robinson,Mark Johnson,Mark Stevens,Mark Green
vanner,Vad heter Monicas pojkvän som hon träffar på sin arbetsplats?,Richard,Pete,Tom,Steve
vanner,Var föder Phoebe sina trillingar?,På sjukhus i New York,Phoebe's house,Monicas lägenhet,Ross laboratorium
vanner,Vem klär sig i alla Chandlers kläder i ett skämt?,Joey,Ross,Gunther,Mark
vanner,Vad heter den kända gästartist som spelar sig själv i Thanksgiving-avsnittet?,Brad Pitt,Bruce Willis,Ben Stiller,George Clooney
vanner,Vilken vän ställde upp som reservbrudtärna på Rachels bröllop?,Monica,Phoebe,Emily,Ross
vanner,Vad heter kvinnan som Ross dejtar och som är engelska?,Emily,Elizabeth,Erica,Ellie
vanner,Vem var hon som Chandler var ihop med före Monica och som gillade gymmet mycket?,Janice,Kathy,Erica,Kim
vanner,Vad heter restaurangen som Monica och Phoebe nästan öppnar?,Alessandro’s,Iridium,Javu,Moondance
vanner,Vad heter teknikmiljonären som dejtar Monica?,Pete Becker,Steve Gates,Mark Rich,Tom Erikson
vanner,Vad dricker Joey alltid på audition?,En espresso,En juice,En cola,En whisky
vanner,Vad heter den italienska modellen Rachel dejtar i början?,Paolo,Marco,Stefano,Antonio
vanner,Vad heter kursen Ross undervisar på universitetet?,Paleontologi 101,Historia om dinosaurier,Zoologi,Djurfossiler
vanner,Vad gjorde Monica när hon lekte kök som barn?,Stekte luftmat,Skalade plastfrukt,Bakade sandkakor,Grillade papper
vanner,Vad heter sången Phoebe sjunger när hon spelar i musikvideo?,Smelly Cat,Ugly Cat,Outside Shoes,Funny Bunny
vanner,Vad heter Joeys smeknamn i London när de skämtar?,Ken Adams,Ross Adams,Rick Stevens,Tony Rich
vanner,Vad heter Ross kollega som dejtar Joey senare?,Charlie,Emily,Erica,Susan
vanner,Vad heter Joeys pappa?,Joseph Tribbiani Sr,Salvatore Tribbiani,Marco Tribbiani,Enzo Tribbiani
vanner,Vad brukar Monica och Ross tävla i under Thanksgiving som barn?,Fotbollsmatch,Dansduell,Kortspelet War,Matätartävling
vanner,Vad heter skådespelaren som spelar Ross andre fru Emily i serien?,Helen Baxendale,Jennifer Grey,Reese Witherspoon,Aimee Mann
vanner,Vad heter organisationen där Phoebe arbetar som massör?,Healing Hands,Relax Center,Soothing Souls,Wellness Spa
vanner,Vad heter mannen som Phoebe dejtar som flyttar till Minsk?,David,Gary,Tom,Mark
vanner,Vad heter nannyn som Ross och Rachel anställer?,Sandy,Eric,Dave,Garth
vanner,Vem får Redrossa i smeknamn efter solbränna missöde?,Ross,Chandler,Joey,Monica
vanner,Vad heter Phoebes bror?,Frank Jr,David,Eric,Mark
vanner,Vad heter Monicas favoritredskap i köket?,Hennes tvillingknivar,Hennes mixer,Köksvikten,Pannorna
vanner,Vad heter Joeys serie som blir nedlagd snabbt?,Mac and C.H.E.E.S.E,Doctor Days,The Tribbiani Story,Central Cop
vanner,Vad heter kvinnan som Richard Burke är pappa till?,Elizabeth,Beth,Emily,Linda
vanner,Vad heter den leksak som Chandler och Joey spelar med och kallar Foosball?,Bordfotboll,Fotbollspel,Dartbord,Hockeyspel
vanner,Vad heter Phoebes adoptivmamma?,Lily,Leslie,Erica,Anna
vanner,Vad heter Ross favoritmat som han alltid beställer in?,Kalkonsmörgås med moist maker,Pizza,Lasagne,Hotdog
vanner,Vad heter Rachels arbetskamrat som försökte stöta på henne under en kväll?,Gavin,Mark,Tom,Joey
vanner,Vem blir gravid och får tvillingar åt Monica och Chandler?,Erica,Sandra,Emily,Susan
vanner,Vem spelar Bruce Willis i serien Friends?,Elizabeths pappa,Monicas chef,Ross granne,Rachels far
vanner,Hur många rumskamrater har Monica haft under seriens gång?,Fyra,Två,En,Tre
vanner,Vad heter Joeys genombrottsreplik i TV-serien han spelade i?,How you doin’?,Pivot!,We were on a break!,Hey-ho!
vanner,Vad heter barnet som Ross får tillsammans med Carol?,Ben,Emma,Jack,Charlie
vanner,Vad heter Joeys favoritfåtölj?,Rosita,Chillmaster,Louise,Big Joe
vanner,Vad heter Phoebes alter ego som är en konstnär?,Regina Phalange,Ursula Buffay,Janice,Michelle
vanner,Vad heter Monicas första pojkvän i serien?,Paul the Wine Guy,Richard,Roger,Mark
vanner,Vad heter Joeys tvilling som han spelar i en reklamfilm?,Carl,Eric,Mark,David
vanner,"Vad kallar Joey sin ""acting technique"" som han alltid använder?",Smell the fart acting,Big eyes acting,Slow talk acting,Body twist acting
vanner,Hur många gånger har Ross gift sig under serien?,Tre,Gången en, Två,Fyra
vanner,Vad heter sångerskan som spelar sig själv i Central Perk när Phoebe blir sur?,Chrissie Hynde,Tori Amos,Courtney Love,Paula Abdul
vanner,Vad heter Rachels syster som Reese Witherspoon spelade?,Jill,Amy,Elizabeth,Emily
vanner,Vad heter Rachels andra syster som dök upp i serien?,Amy,Jill,Sandra,Caroline
vanner,Vilken såpopera spelar Joey i större delen av serien?,Days of Our Lives,As the World Turns,General Hospital,Neighbours
vanner,Vad heter den engelska kvinnan Ross gifter sig med i London?,Emily,Carol,Susan,Linda
vanner,Vem adopterar Chandler och Monica sina barn från?,Erica,Susan,Emily,Amy
vanner,Vad heter Joeys favoritglassmak?,Vanilj,Choklad,Jordgubb,Caramel
vanner,Vad heter advokaten som Ross anlitar under sina skilsmässor?,Russell,Paul,Eric,Mark
vanner,Hur många trillingar får Phoebe åt sin bror?,Tre,Två,En,Fyra
vanner,Vad heter Ross husdjur som är en apa?,Marcel,Bobo,Coco,George
vanner,Vad heter Joeys favoritbok som han delar med Rachel?,The Shining,War and Peace,The Godfather,Jurassic Park
vanner,Vad heter organisationen Gunther arbetar för efter Central Perk?,Ingen,Starbucks,Seattle Coffee,NYPD
vanner,Vad heter Janice nya man i serien?,Sid,Gary,Tommy,Eric
vanner,Vem möter Joey för att få råd om sin skådespelarkarriär?,Al Pacino’s butt double,Tom Cruise,Brad Pitt,George Clooney
vanner,Vad heter Rachels jobb på Central Perk?,Servitris,Kassaansvarig,Bartender,Kock
vanner,Vad heter Monicas favoritordningstävling som hon förlorar för första gången?,Trivia Game,Foosball,Bordtennis,Matlagning
vanner,Vad heter Phoebes namn när hon använder sitt alias?,Regina Phalange,Lisa Kudrow,Sandra Green,Mary Angela
vanner,Vad heter Chandler i förnamn?,Chandler,Charles,Matthew,Francis
vanner,Vem hade kycklingen som husdjur tidigare än Joey och Chandler?,Ingen,Monica,Rachel,Phoebe
vanner,Vad heter stad där Ross och Emily gifter sig?,London,Paris,Rome,New York
vanner,Vad heter Rachels chef på Bloomingdale’s?,Mark,Kim,Gavin,Cheryl
vanner,Vad heter Joeys rollfigur i läkesoapoperan?,Dr Drake Ramoray,Dr Ken Adams,Dr Eric Mason,Dr Mark Sloan
vanner,I vilken säsong gifter sig Ross och Emily?,Säsong 4,Säsong 3,Säsong 5,Säsong 6
vanner,I vilken säsong flyttar Chandler in hos Monica?,Säsong 6,Säsong 5,Säsong 7,Säsong 8
vanner,I vilken säsong får Phoebe trillingar?,Säsong 5,Säsong 4,Säsong 6,Säsong 7
vanner,I vilken säsong introduceras Rachels syster Jill spelad av Reese Witherspoon?,Säsong 6,Säsong 5,Säsong 7,Säsong 8
vanner,I vilken säsong gifter sig Monica och Chandler?,Säsong 7,Säsong 6,Säsong 8,Säsong 9
vanner,I vilken säsong börjar Rachel arbeta på Ralph Lauren?,Säsong 5,Säsong 4,Säsong 6,Säsong 7
vanner,I vilken säsong avslöjas Chandlers mellannamn Muriel?,Säsong 8,Säsong 7,Säsong 9,Säsong 10
vanner,I vilken säsong säger Ross fel namn vid sitt bröllop med Emily?,Säsong 4,Säsong 3,Säsong 5,Säsong 6
vanner,I vilken säsong åker hela gänget till London?,Säsong 4,Säsong 5,Säsong 3,Säsong 2
vanner,I vilken säsong spelar Bruce Willis gästroll som Elizabeths pappa?,Säsong 6,Säsong 5,Säsong 7,Säsong 4
vanner,I vilken säsong dyker Brad Pitt upp som gäststjärna i ett Thanksgiving-avsnitt?,Säsong 8,Säsong 7,Säsong 9,Säsong 6
vanner,I vilken säsong flyttar Rachel in hos Joey?,Säsong 8,Säsong 7,Säsong 9,Säsong 6
vanner,I vilken säsong föds Emma?,Säsong 8,Säsong 7,Säsong 9,Säsong 10
vanner,I vilken säsong testar Ross sina berömda läderbyxor?,Säsong 5,Säsong 4,Säsong 6,Säsong 7
vanner,I vilken säsong missbrukar Ross sin solbränna och blir orange?,Säsong 10,Säsong 9,Säsong 8,Säsong 7
vanner,I vilken säsong återförenas Ross och Rachel för sista gången?,Säsong 10,Säsong 9,Säsong 8,Säsong 7
vanner,I vilken säsong klär Joey på sig alla Chandlers kläder?,Säsong 3,Säsong 2,Säsong 4,Säsong 5
vanner,I vilken säsong inser Monica och Chandler att de vill adoptera barn?,Säsong 9,Säsong 8,Säsong 10,Säsong 7
vanner,I vilken säsong får Rachel sitt första jobb inom mode?,Säsong 3,Säsong 2,Säsong 4,Säsong 5
vanner,I vilken säsong friar Chandler till Monica?,Säsong 6,Säsong 7,Säsong 5,Säsong 8
